
Safety, beneficial and technological properties of Enterococcus faecium
isolated from Brazilian cheeses
	brazilian journal of microbiology	0.592
Dynamic Changes in the Subgingival Microbiome and Their Potential for Diagnosis and Prognosis of Periodontitis	mbio	6.786
Nutritional upgrading for omnivorous carpenter ants by the endosymbiont Blochmannia	bmc biology	7.984
High-throughput DNA sequencing to survey bacterial histidine and tyrosine decarboxylases in raw milk cheeses	bmc microbiology	2.729
Perinatal Programming of Childhood Asthma	clinical and developmental immunology	NO IMPACT
A host-microbiome interaction mediates the opposing effects of omega-6 and omega-3 fatty acids on metabolic endotoxemia	scientific reports	5.578
Inter-species interconnections in acid mine drainage microbial communities	frontiers in microbiology	3.989
Increased production of piRNAs from euchromatic clusters and genes in Anopheles gambiae compared with Drosophilamelanogaster	epigenetics & chromatin	5.333
Improving cereal grain carbohydrates for diet and health	journal of cereal science	2.094
Pyrosequencing of 16S rRNA gene amplicons to study the microbiota in the gastrointestinal tract of carp (Cyprinus carpio L.)	amb express	NO IMPACT
Antibiotic Adjuvants: Diverse Strategies for Controlling Drug-Resistant Pathogens	chemical biology & drug design	2.485
Species and genus level resolution analysis of gut microbiota in Clostridium difficile patients following fecal microbiota transplantation	microbiome	NO IMPACT
Phenotyping of Nod1/2 double deficient mice and characterization of Nod1/2 in systemic inflammation and associated renal disease	biology open	2.416
The Role of Probiotics in the Poultry Industry	international journal of molecular sciences	2.862
Lactic Acid and Thermal Treatments Trigger the Hydrolysis of Myo-Inositol Hexakisphosphate and Modify the Abundance of Lower Myo-Inositol Phosphates in Barley (Hordeum vulgare L.)	plos one	3.234
Milk Proteins, Peptides, and Oligosaccharides: Effects against the 21st Century Disorders	biomed research international	1.579
The Living Dead: Bacterial Community Structure of a Cadaver at the Onset and End of the Bloat Stage of Decomposition	plos one	3.234
Immunomodulatory mechanisms of lactobacilli	microbial cell factories	4.221
Understanding the gastrointestinal tract of the elderly to develop dietary solutions that prevent malnutrition	oncotarget	6.359
Comparative metagenomic analysis of plasmid encoded functions in the human gut microbiome	bmc genomics	3.986
Genome-Wide Association Studies of the Human Gut Microbiota	plos one	3.234
The Role of Ciliate Protozoa in the Rumen	frontiers in microbiology	3.989
Honey Bee-Infecting Plant Virus with Implications on Honey Bee Colony Health	mbio	6.786
Genome resolved analysis of a premature infant gut microbial community reveals a Varibaculum cambriense genome and a shift towards fermentation-based metabolism during the third week of life	microbiome	NO IMPACT
Eukaryote to gut bacteria transfer of a glycoside hydrolase gene essential for starch breakdown in plants	mobile genetic elements	NO IMPACT
IL-1β mediates chronic intestinal inflammation by promoting the accumulation of IL-17A secreting innate lymphoid cells and CD4+ Th17 cells	the journal of experimental medicine	NO IMPACT
Glycolytic Activities in the Larval Digestive Tract of Trypoxylus dichotomus (Coleoptera: Scarabaeidae)	insects	NO IMPACT
Molecular Evolution of the Primate α-/θ-Defensin Multigene Family	plos one	3.234
Efficiency of Double Layered Microencapsulated Probiotic to Modulate ProInflammatory Molecular Markers for the Management of Alcoholic Liver Disease	mediators of inflammation	3.236
The Role of Adipose Tissue and Adipokines in Obesity-Related Inflammatory Diseases	mediators of inflammation	3.236
Acquisition of innate-like microbial reactivity in mucosal tissues during human fetal MAIT-cell development	nature communications	11.47
Interaction of dietary compounds, especially polyphenols, with the intestinal microbiota: a review	european journal of nutrition	3.467
Noncontaminated Dietary Oats May Hamper Normalization of the Intestinal Immune Status in Childhood Celiac Disease	clinical and translational gastroenterology	NO IMPACT
Toward Making Inroads in Reducing the Disparity of Lung Health in Australian Indigenous and New Zealand Māori Children	frontiers in pediatrics	NO IMPACT
Paneth cell α-defensin 6 (HD-6) is an antimicrobial peptide	mucosal immunology	7.374
Sensing risk, fearing uncertainty: systems science approach to change	frontiers in computational neuroscience	2.201
Lactobacilli and Bifidobacteria Promote Immune Homeostasis by Modulating Innate Immune Responses to Human Rotavirus in Neonatal Gnotobiotic Pigs	plos one	3.234
De novo Semi-alignment of 16S rRNA Gene Sequences for Deep Phylogenetic Characterization of Next Generation Sequencing Data	microbes and environments	2.231
The mucosal microbiome in shaping health and disease	f1000prime reports	NO IMPACT
Cellulose Supplementation Early in Life Ameliorates Colitis in Adult Mice	plos one	3.234
Advanced computational algorithms for microbial community analysis using massive 16S rRNA sequence data	nucleic acids research	9.112
Quantitative analysis of the immune response upon Salmonella typhimurium infection along the porcine intestinal gut	veterinary research	2.815
Recombinant Probiotic Expressing Listeria Adhesion Protein Attenuates Listeria monocytogenes Virulence In Vitro	plos one	3.234
Heritability of Attractiveness to Mosquitoes	plos one	3.234
Prostate cancer	oncoimmunology	6.266
Obesity Alters the Microbial Community Profile in Korean Adolescents	plos one	3.234
Comparison of the gut microbiota profile in breast-fed and formula-fed Korean infants using pyrosequencing	nutrition research and practice	1.443
Gut microbiota-derived propionate reduces cancer cell proliferation in the liver	british journal of cancer	4.836
Metabarcoding Analysis of Fungal Diversity in the Phyllosphere and Carposphere of Olive (Olea europaea)	plos one	3.234
World Allergy Organization (WAO) Diagnosis and Rationale for Action against Cow's Milk Allergy (DRACMA) Guidelines	the world allergy organization journal	NO IMPACT
Matrix Metalloproteinases in Inflammatory Bowel Disease: An Update	mediators of inflammation	3.236
The asthma epidemic and our artificial habitats	bmc pulmonary medicine	2.404
Helicobacter pylori infection can affect energy modulating hormones and body weight in germ free mice	scientific reports	5.578
Horizontal gene transfer in the human gastrointestinal tract: potential spread of antibiotic resistance genes	infection and drug resistance	NO IMPACT
Effects of Lactobacillus rhamnosus GG supplementation on cow's milk allergy in a mouse model	allergy, asthma, and clinical immunology : official journal of the canadian society of allergy and clinical immunology	NO IMPACT
The Gastrointestinal Microbiome and Musculoskeletal Diseases: A Beneficial Role for Probiotics and Prebiotics	pathogens	NO IMPACT
Reversible Control by Vitamin D of Granulocytes and Bacteria in the Lungs of Mice: An Ovalbumin-Induced Model of Allergic Airway Disease	plos one	3.234
Influence of Wolbachia on host gene expression in an obligatory symbiosis	bmc microbiology	2.729
Expression pattern of arenicins—the antimicrobial peptides of polychaete Arenicola marina	frontiers in physiology	3.534
Targeting the bacteria–host interface	virulence	4.216
Wolbachia Influences the Maternal Transmission of the gypsy Endogenous Retrovirus in Drosophila melanogaster	mbio	6.786
Confirmation that “Brachyspira hampsonii” clade I (Canadian strain 30599) causes mucohemorrhagic diarrhea and colitis in experimentally infected pigs	bmc veterinary research	1.777
The unexhausted potential of E. coli	elife	9.322
Lonicerae Japonicae Flos and Lonicerae Flos: A Systematic Pharmacology Review	evidence-based complementary and alternative medicine : ecam	NO IMPACT
EPMA position paper in cancer: current overview and future perspectives	the epma journal	NO IMPACT
Specific Microbiome Changes in a Mouse Model of Parenteral Nutrition Associated Liver Injury and Intestinal Inflammation	plos one	3.234
A distinctive 'microbial signature' in celiac pediatric patients	bmc microbiology	2.729
Bacterial Diversity in Meconium of Preterm Neonates and Evolution of Their Fecal Microbiota during the First Month of Life	plos one	3.234
Cancer, Inflammation, and Insights from Ayurveda	evidence-based complementary and alternative medicine : ecam	NO IMPACT
Arginine depletion increases susceptibility to serious infections in preterm newborns	pediatric research	2.314
Psychological disorders in gastrointestinal disease: epiphenomenon, cause or consequence?	annals of gastroenterology : quarterly publication of the hellenic society of gastroenterology	NO IMPACT
Prolonged transition time between colostrum and mature milk in a bear, the giant panda, Ailuropoda melanoleuca	royal society open science	NO IMPACT
Limited Expression of APRIL and its Receptors Prior to Intestinal IgA Plasma Cell Development During Human Infancy	mucosal immunology	7.374
Bacteroides dorei dominates gut microbiome prior to autoimmunity in Finnish children at high risk for type 1 diabetes	frontiers in microbiology	3.989
Always one step ahead: How pathogenic bacteria use the type III secretion system to manipulate the intestinal mucosal immune system	journal of inflammation (london, england)	NO IMPACT
Panamanian frog species host unique skin bacterial communities	frontiers in microbiology	3.989
Chemotactic Chemokines Are Important in the Pathogenesis of Irritable Bowel Syndrome	plos one	3.234
Immunity, atherosclerosis and cardiovascular disease	bmc medicine	7.249
Is There a Role for Probiotics in Liver Disease?	the scientific world journal	NO IMPACT
Draft Genome Sequence of Lactobacillus plantarum Strain WJL, a Drosophila Gut Symbiont	genome announcements	NO IMPACT
Faecalibacterium prausnitzii prevents physiological damages in a chronic low-grade inflammation murine model	bmc microbiology	2.729
Detection of Campylobacter concisus and Other Campylobacter Species in Colonic Biopsies from Adults with Ulcerative Colitis	plos one	3.234
Increasing Antiproliferative Properties of Endocannabinoids in N1E-115 Neuroblastoma Cells through Inhibition of Their Metabolism	plos one	3.234
The interplay between the gut microbiota and the immune system	gut microbes	NO IMPACT
Functional Flexibility of Intestinal IgA – Broadening the Fine Line	frontiers in immunology	NO IMPACT
Herbal Therapy Is Equivalent to Rifaximin for the Treatment of Small Intestinal Bacterial Overgrowth	global advances in health and medicine	NO IMPACT
Vertically transmitted fecal IgA levels distinguish extra-chromosomal phenotypic variation	nature	41.456
Association between Faecalibacterium prausnitzii Reduction and Inflammatory Bowel Disease: A Meta-Analysis and Systematic Review of the Literature	gastroenterology research and practice	1.749
The immune consequences of preterm birth	frontiers in neuroscience	3.656
The neurotoxic effect of clindamycin - induced gut bacterial imbalance and orally administered propionic acid on DNA damage assessed by the comet assay: protective potency of carnosine and carnitine	gut pathogens	2.281
Metagenomic sequencing reveals altered metabolic pathways in the oral microbiota of sailors during a long sea voyage	scientific reports	5.578
Hepatic Injury in Nonalcoholic Steatohepatitis Contributes to Altered Intestinal Permeability	cellular and molecular gastroenterology and hepatology	NO IMPACT
The pharmacokinetics of anthocyanins and their metabolites in humans	british journal of pharmacology	4.842
Downregulation of Cellular Protective Factors of Rumen Epithelium in Goats Fed High Energy Diet	plos one	3.234
Analysis of intestinal microbiota in hybrid house mice reveals evolutionary divergence in a vertebrate hologenome	nature communications	11.47
The role of breast-feeding in infant immune system: a systems perspective on the intestinal microbiome	microbiome	NO IMPACT
Census-based rapid and accurate metagenome taxonomic profiling	bmc genomics	3.986
Toll-like Receptor 4 Deficiency Promotes the Alternative Activation of Adipose Tissue Macrophages	diabetes	8.095
Disease Comorbidity Network Guides the Detection of Molecular Evidence for the Link Between Colorectal Cancer and Obesity	amia summits on translational science proceedings	NO IMPACT
Nutritional Immunology: A Multi-Dimensional Approach	plos pathogens	7.562
Gene-Environment Interactions in Asthma: Genetic and Epigenetic Effects	yonsei medical journal	1.287
Bacterial associates of seed-parasitic wasps (Hymenoptera: Megastigmus)	bmc microbiology	2.729
Fecal Transplantation Treatment of Antibiotic-Induced, Noninfectious Colitis and Long-Term Microbiota Follow-Up	case reports in medicine	NO IMPACT
Prognostic impact of fecal pH in critically ill patients	critical care	4.476
Is the abundance of Faecalibacterium prausnitzii relevant to Crohn's disease?	fems microbiology letters	2.121
Nephrotic syndrome: what's new, what's hot?	korean journal of pediatrics	NO IMPACT
Complete Genome Sequence of Probiotic Strain Lactobacillus acidophilus La-14	genome announcements	NO IMPACT
Advances in hepatic stem/progenitor cell biology	excli journal	0.857
Nlrp3 Activation in the Intestinal Epithelium Protects against a Mucosal Pathogen	mucosal immunology	7.374
The Systems Genetics Resource: A Web Application to Mine Global Data for Complex Disease Traits	frontiers in genetics	NO IMPACT
Insights into the Roles of Gut Microbes in Obesity	interdisciplinary perspectives on infectious diseases	NO IMPACT
Reviewing and identifying amino acids of human, murine, canine and equine TLR4 / MD-2 receptor complexes conferring endotoxic innate immunity activation by LPS/lipid A, or antagonistic effects by Eritoran, in contrast to species-dependent modulation by lipid IVa	computational and structural biotechnology journal	NO IMPACT
Minimum Requirements for Reporting Fecal Microbiota Transplant Trial	middle east journal of digestive diseases	NO IMPACT
Differential Assemblage of Functional Units in Paddy Soil Microbiomes	plos one	3.234
Identification of Population Bottlenecks and Colonization Factors during Assembly of Bacterial Communities within the Zebrafish Intestine	mbio	6.786
The effect of dietary resistant starch type 2 on the microbiota and markers of gut inflammation in rural Malawi children	microbiome	NO IMPACT
Epithelial Cell Proliferation Arrest Induced by Lactate and Acetate from Lactobacillus casei and Bifidobacterium breve	plos one	3.234
The Interactions between Innate Immunity and Microbiota in Gastrointestinal Diseases	journal of immunology research	Not Available
Carbon nanoparticles in lateral flow methods to detect genes encoding virulence factors of Shiga toxin-producing Escherichia coli	analytical and bioanalytical chemistry	3.436
The occurrence of antimicrobial resistance and class 1 integrons among commensal Escherichia coli isolates from infants and elderly persons	annals of clinical microbiology and antimicrobials	2.189
Chelation: Harnessing and Enhancing Heavy Metal Detoxification—A Review	the scientific world journal	NO IMPACT
Heat-killed VSL#3 Ameliorates Dextran Sulfate Sodium (DSS)-Induced Acute Experimental Colitis in Rats	international journal of molecular sciences	2.862
Chlamydia caviae infection alters abundance but not composition of the guinea pig vaginal microbiota	pathogens and disease	2.403
The intestinal microbiota in enthesitis-related arthitis	pediatric rheumatology online journal	NO IMPACT
Chitosan Nanoencapsulated Exogenous Trypsin Biomimics Zymogen-Like Enzyme in Fish Gastrointestinal Tract	plos one	3.234
Metagenomic Detection of Viruses in Aerosol Samples from Workers in Animal Slaughterhouses	plos one	3.234
GPR18 is required for a normal CD8αα intestinal intraepithelial lymphocyte compartment	the journal of experimental medicine	NO IMPACT
A microarray analysis of gnotobiotic mice indicating that microbial exposure during the neonatal period plays an essential role in immune system development	bmc genomics	3.986
Enhanced Blood Lymphocytes Apoptosis in Children with Inflammatory Bowel Disease	isrn gastroenterology	NO IMPACT
Helicobacter pylori infection is not associated with fatty liver disease including non-alcoholic fatty liver disease: a large-scale cross-sectional study in Japan	bmc gastroenterology	2.365
Dietary ω3 fatty acid exerts anti-allergic effect through the conversion to 17,18-epoxyeicosatetraenoic acid in the gut	scientific reports	5.578
Bacteroides uniformis CECT 7771 Ameliorates Metabolic and Immunological Dysfunction in Mice with High-Fat-Diet Induced Obesity	plos one	3.234
Optimizing protocols for extraction of bacteriophages prior to metagenomic analyses of phage communities in the human gut	microbiome	NO IMPACT
Draft Genome Sequences of Elizabethkingia anophelis Strains R26T and Ag1 from the Midgut of the Malaria Mosquito Anopheles gambiae	genome announcements	NO IMPACT
Neuropilin 1 Is Essential for Gastrointestinal Smooth Muscle Contractility and Motility in Aged Mice	plos one	3.234
UEG Week 2013 Poster Presentations	united european gastroenterology journal	2.08
Interactions between Drosophila and its natural yeast symbionts—Is Saccharomyces cerevisiae a good model for studying the fly-yeast relationship?	peerj	2.112
Characterization of the vaginal microbiota of healthy Canadian women through the menstrual cycle	microbiome	NO IMPACT
Path analyses of cross-sectional and longitudinal data suggest that variability in natural communities of blood-associated parasites is derived from host characteristics and not interspecific interactions	parasites & vectors	3.43
Evidence for Horizontal Gene Transfer of Anaerobic Carbon Monoxide Dehydrogenases	frontiers in microbiology	3.989
Microbial Diversity of a Camembert-Type Cheese Using Freeze-Dried Tibetan Kefir Coculture as Starter Culture by Culture-Dependent and Culture-Independent Methods	plos one	3.234
Non-contiguous finished genome sequence and description of Holdemania massiliensis sp. nov.	standards in genomic sciences	NO IMPACT
Increased abundance of Sutterella spp. and Ruminococcus torques in feces of children with autism spectrum disorder	molecular autism	5.413
The Antimicrobial Resistance Crisis: Causes, Consequences, and Management	frontiers in public health	NO IMPACT
Role of Metabolism by Intestinal Bacteria in Arbutin-Induced Suppression of Lymphoproliferative Response in vitro	biomolecules & therapeutics	1.727
Probiotics in the Treatment and Prevention of Allergy in Children	the world allergy organization journal	NO IMPACT
Metagenomics: A New Way to Illustrate the Crosstalk between Infectious Diseases and Host Microbiome	international journal of molecular sciences	2.862
Functional Immunomics of the Squash Bug, Anasa tristis (De Geer) (Heteroptera: Coreidae)	insects	NO IMPACT
Bacterial Secretions of Nonpathogenic Escherichia coli Elicit Inflammatory Pathways: a Closer Investigation of Interkingdom Signaling	mbio	6.786
Structural Insight into the Clostridium difficile Ethanolamine Utilisation Microcompartment	plos one	3.234
Design and Investigation of PolyFermS In Vitro Continuous Fermentation Models Inoculated with Immobilized Fecal Microbiota Mimicking the Elderly Colon	plos one	3.234
Prebiotic Supplementation has Only Minimal Effects on Growth Efficiency, Intestinal Health and Disease Resistance of Westslope Cutthroat Trout Oncorhynchus clarkii lewisi Fed 30% Soybean Meal	frontiers in immunology	NO IMPACT
Sampling locality is more detectable than taxonomy or ecology in the gut microbiota of the brood-parasitic Brown-headed Cowbird (Molothrus ater)	peerj	2.112
Development of Photodynamic Antimicrobial Chemotherapy (PACT) for Clostridium difficile	plos one	3.234
The Lung Microbiome: New Principles for Respiratory Bacteriology in Health and Disease	plos pathogens	7.562
Proton Pump Inhibitor Intake neither Predisposes to Spontaneous Bacterial Peritonitis or Other Infections nor Increases Mortality in Patients with Cirrhosis and Ascites	plos one	3.234
In vitro gastrointestinal digestion study of two wheat cultivars and evaluation of xylanase supplementation	journal of animal science and biotechnology	1.681
Clostridium ramosum Promotes High-Fat Diet-Induced Obesity in Gnotobiotic Mouse Models	mbio	6.786
Plasminogen activator inhibitor (PAI)-1 suppresses inhibition of gastric emptying by cholecystokinin (CCK) in mice☆	regulatory peptides	1.833
Real-time PCR analysis of enteric pathogens from fecal samples of irritable bowel syndrome subjects	gut pathogens	2.281
In Vitro Continuous Fermentation Model (PolyFermS) of the Swine Proximal Colon for Simultaneous Testing on the Same Gut Microbiota	plos one	3.234
Resistant starch and protein intake enhances fat oxidation and feelings of fullness in lean and overweight/obese women	nutrition journal	2.597
Modulatory Effects of Vasoactive Intestinal Peptide on Intestinal Mucosal Immunity and Microbial Community of Weaned Piglets Challenged by an Enterotoxigenic Escherichia coli (K88)	plos one	3.234
Non-invasive analysis of intestinal development in preterm and term infants using RNA-Sequencing	scientific reports	5.578
Faecalibacterium prausnitzii Strain HTF-F and Its Extracellular Polymeric Matrix Attenuate Clinical Parameters in DSS-Induced Colitis	plos one	3.234
Metabolic phenotyping and systems biology approaches to understanding neurological disorders	f1000prime reports	NO IMPACT
DQ2, DQ7 and DQ8 Distribution and Clinical Manifestations in Celiac Cases and Their First-Degree Relatives	nutrients	3.27
Responses in colonic microbial community and gene expression of pigs to a long-term high resistant starch diet	frontiers in microbiology	3.989
IMG/M-HMP: A Metagenome Comparative Analysis System for the Human Microbiome Project	plos one	3.234
The stunting syndrome in developing countries	paediatrics and international child health	0.982
Effects of calorie restriction on life span of microorganisms	applied microbiology and biotechnology	3.337
Growth and location of bacterial colonies within dairy foods using microscopy techniques: a review	frontiers in microbiology	3.989
dsdA Does Not Affect Colonization of the Murine Urinary Tract by Escherichia coli CFT073	plos one	3.234
The Use of Animal Models to Decipher Physiological and Neurobiological Alterations of Anorexia Nervosa Patients	frontiers in endocrinology	NO IMPACT
Worm Burden-Dependent Disruption of the Porcine Colon Microbiota by Trichuris suis Infection	plos one	3.234
Positive selection on a bacterial oncoprotein associated with gastric cancer	gut pathogens	2.281
Comparison of Bacterial Communities in Sands and Water at Beaches with Bacterial Water Quality Violations	plos one	3.234
Metagenomic evidence for metabolism of trace atmospheric gases by high-elevation desert Actinobacteria	frontiers in microbiology	3.989
Shifts in human skin and nares microbiota of healthy children and adults	genome medicine	5.338
Identification of Immunopotentiating Lactic Acid Bacteria that Induce
Antibody Production by in vitro Stimulated Human Peripheral Blood Mononuclear
Cells	bioscience of microbiota, food and health	NO IMPACT
Hydrolysis of the Rutinose-Conjugates Flavonoids Rutin and Hesperidin by the Gut Microbiota and Bifidobacteria	nutrients	3.27
P2X7 on Mouse T Cells: One Channel, Many Functions	frontiers in immunology	NO IMPACT
Strategies and approaches in plasmidome studies—uncovering plasmid diversity disregarding of linear elements?	frontiers in microbiology	3.989
Complete genome sequence of Bacteroides salanitronis type strain (BL78T)	standards in genomic sciences	NO IMPACT
Transfer of Multidrug-Resistant Bacteria between Intermingled Ecological Niches: The Interface between Humans, Animals and the Environment	international journal of environmental research and public health	2.063
Maternal Antibiotic-Induced Early Changes in Microbial Colonization Selectively Modulate Colonic Permeability and Inducible Heat Shock Proteins, and Digesta Concentrations of Alkaline Phosphatase and TLR-Stimulants in Swine Offspring	plos one	3.234
Increase in Gut Microbiota after Immune Suppression in Baculovirus-infected Larvae	plos pathogens	7.562
In Vivo Volatile Organic Compound Signatures of Mycobacterium avium subsp. paratuberculosis	plos one	3.234
Studying the Enteric Microbiome in Inflammatory Bowel Diseases: Getting through the Growing Pains and Moving Forward	frontiers in microbiology	3.989
Fructose and lactose intolerance and malabsorption testing: the relationship with symptoms in functional gastrointestinal disorders	alimentary pharmacology & therapeutics	5.727
Peripherally Induced Tregs – Role in Immune Homeostasis and Autoimmunity	frontiers in immunology	NO IMPACT
Emergence and spread of antibiotic resistance: setting a parameter space	upsala journal of medical sciences	1.98
Recognition of Extracellular Bacteria by NLRs and Its Role in the Development of Adaptive Immunity	frontiers in immunology	NO IMPACT
Comparative Metaproteomics and Diversity Analysis of Human Intestinal Microbiota Testifies for Its Temporal Stability and Expression of Core Functions	plos one	3.234
Is lactate an undervalued functional component of fermented food products?	frontiers in microbiology	3.989
A Controlled, Randomized, Double-blind Trial to Evaluate the Effect of Vegetables and Whole Grain Powder That Is Rich in Dietary Fibers on Bowel Functions and Defecation in Constipated Young Adults	journal of cancer prevention	NO IMPACT
Study of methanogen communities associated with different rumen protozoal populations	fems microbiology ecology	3.568
Earthworms Use Odor Cues to Locate and Feed on Microorganisms in Soil	plos one	3.234
Immune Escape Mechanisms in Colorectal Cancer Pathogenesis and Liver Metastasis	journal of immunology research	Not Available
Influence of a probiotic soy product on fecal microbiota and its association with cardiovascular risk factors in an animal model	lipids in health and disease	2.219
Does Circadian Disruption Play a Role in the Metabolic–Hormonal Link to Delayed Lactogenesis II?	frontiers in nutrition	NO IMPACT
Collateral effects of antibiotics on mammalian gut microbiomes	gut microbes	NO IMPACT
Short-Chain Fatty Acids Stimulate Glucagon-Like Peptide-1 Secretion via the G-Protein–Coupled Receptor FFAR2	diabetes	8.095
Identification of Novel Single Nucleotide Polymorphisms Associated with Acute Respiratory Distress Syndrome by Exome-Seq	plos one	3.234
Conceptualizing Human Microbiota:  From Multicelled Organ to Ecological Community	interdisciplinary perspectives on infectious diseases	NO IMPACT
The oral microbiota of patients with recurrent aphthous stomatitis	journal of oral microbiology	NO IMPACT
Evolution of alternative biosynthetic pathways for vitamin C following plastid acquisition in photosynthetic eukaryotes	elife	9.322
Comparison of Gut Microbiota between Sasang Constitutions	evidence-based complementary and alternative medicine : ecam	NO IMPACT
Streptococcal co-infection augments Candida pathogenicity by amplifying the mucosal inflammatory response	cellular microbiology	4.915
Dysbiosis of the gut microbiota in disease	microbial ecology in health and disease	NO IMPACT
DNA methylation changes in inflammatory bowel disease	annals of gastroenterology : quarterly publication of the hellenic society of gastroenterology	NO IMPACT

In Vitro and In Vivo Survival and Colonic Adhesion of Pediococcus acidilactici MTCC5101 in Human Gut	biomed research international	1.579
The microbiome of the upper airways: focus on chronic rhinosinusitis	the world allergy organization journal	NO IMPACT
Honey - A Novel Antidiabetic Agent	international journal of biological sciences	4.509
Glyphosate, pathways to modern diseases II: Celiac sprue and gluten intolerance	interdisciplinary toxicology	NO IMPACT
Plasma Phospholipid Fatty Acid Biomarkers of Dietary Fat Quality and Endogenous Metabolism Predict Coronary Heart Disease Risk: A Nested Case‐Control Study Within the Women's Health Initiative Observational Study	journal of the american heart association: cardiovascular and cerebrovascular disease	NO IMPACT
Selected Aspects in the Pathogenesis of Autoimmune Diseases	mediators of inflammation	3.236
Comparative Metagenomic Analysis of Human Gut Microbiome Composition Using Two Different Bioinformatic Pipelines	biomed research international	1.579
Identification of Commensal Escherichia coli Genes Involved in Biofilm Resistance to Pathogen Colonization	plos one	3.234
Composition-based classification of short metagenomic sequences elucidates the landscapes of taxonomic and functional enrichment of microorganisms	nucleic acids research	9.112
South African HIV-1 subtype C transmitted variants with a specific V2 motif show higher dependence on α4β7 for replication	retrovirology	4.185
The second brain in autism spectrum disorder: could connexin 43 expressed in enteric glial cells play a role?	frontiers in cellular neuroscience	4.289
Risk Assessment of Growth Hormones and Antimicrobial Residues in Meat	toxicological research	NO IMPACT
Partially Hydrolyzed Guar Gum in the Treatment of Irritable Bowel Syndrome with Constipation: Effects of Gender, Age, and Body Mass Index	saudi journal of gastroenterology : official journal of the saudi gastroenterology association	NO IMPACT
Oral-Derived Bacterial Flora Defends Its Domain by Recognizing and Killing Intruders—A Molecular Analysis Using Escherichia coli as a Model Intestinal Bacterium	microbial ecology	2.973
Enhanced Expression of Cystathionine β-Synthase and Cystathionine γ-Lyase During Acute Cholecystitis-Induced Gallbladder Inflammation	plos one	3.234
Frequent Combination of Antimicrobial Multiresistance and Extraintestinal Pathogenicity in Escherichia coli Isolates from Urban Rats (Rattus norvegicus) in Berlin, Germany	plos one	3.234
Dietary Requirement for Serum-Derived Bovine Immunoglobulins in the Clinical Management of Patients with Enteropathy	digestive diseases and sciences	2.613
Differential Modulation by Akkermansia muciniphila and Faecalibacterium prausnitzii of Host Peripheral Lipid Metabolism and Histone Acetylation in Mouse Gut Organoids	mbio	6.786
The NLRP3 Inflammasome as a Novel Player of the Intercellular Crosstalk in Metabolic Disorders	mediators of inflammation	3.236
An innately dangerous balancing act: intestinal homeostasis, inflammation, and colitis-associated cancer	the journal of experimental medicine	NO IMPACT
Microbial degradation of complex carbohydrates in the gut	gut microbes	NO IMPACT
Botulism outbreaks in natural environments – an update	frontiers in microbiology	3.989
A randomised, double- blind, cross-over study investigating the prebiotic
effect of agave fructans in healthy human subjects	journal of nutritional science	NO IMPACT
Identification of the Midgut Microbiota of An. stephensi and An. maculipennis for Their Application as a Paratransgenic Tool against Malaria	plos one	3.234
MicroRNAs regulate tight junction proteins and modulate epithelial/endothelial barrier functions	tissue barriers	NO IMPACT
Cracking the Code of Human Diseases Using Next-Generation Sequencing: Applications, Challenges, and Perspectives	biomed research international	1.579
Anti-Obesity and Anti-Hyperglycemic Effects of Cinnamaldehyde via altered Ghrelin Secretion and Functional impact on Food Intake and Gastric Emptying	scientific reports	5.578
Editorial: Roles and mechanisms of parasitism in aquatic microbial communities	frontiers in microbiology	3.989
Direct sequencing of the human microbiome readily reveals community differences	genome biology	10.81
SDD: don’t be selective in considering pros and cons	intensive care medicine	7.214
Obesity – an inflammatory state	acta veterinaria scandinavica	1.377
Microbial community dynamics and effect of environmental microbial reservoirs on red-backed salamanders (Plethodon cinereus)	the isme journal	NO IMPACT
Unexpected Regulatory Role of CCR9 in Regulatory T Cell Development	plos one	3.234
Viruses in the fecal microbiota of monozygotic twins and their mothers	nature	41.456
Transmission of pathogens by Stomoxys flies (Diptera, Muscidae): a review	parasite	1.092
Influence of Fecal Sample Storage on Bacterial Community Diversity	the open microbiology journal	NO IMPACT
Unique Gene Expression and MR T2 Relaxometry Patterns Define Chronic Murine Dextran Sodium Sulphate Colitis as a Model for Connective Tissue Changes in Human Crohn’s Disease	plos one	3.234
Class IIa Bacteriocins: Diversity and New Developments	international journal of molecular sciences	2.862
Exploring salivary microbiota in AIDS patients with different periodontal statuses using 454 GS-FLX Titanium pyrosequencing	frontiers in cellular and infection microbiology	3.719
CodaChrome: a tool for the visualization of proteome conservation across all fully sequenced bacterial genomes	bmc genomics	3.986
Blueberry Husks and Probiotics Attenuate Colorectal Inflammation and Oncogenesis, and Liver Injuries in Rats Exposed to Cycling DSS-Treatment	plos one	3.234
Ayurveda education: Evaluating the integrative approaches of teaching Kriya Sharira (Ayurveda physiology)	journal of ayurveda and integrative medicine	NO IMPACT
Diabetes-Specific HLA-DR–Restricted Proinflammatory T-Cell Response to Wheat Polypeptides in Tissue Transglutaminase Antibody–Negative Patients With Type 1 Diabetes	diabetes	8.095
Detection of Wolbachia in the Tick Ixodes ricinus is Due to the Presence of the Hymenoptera Endoparasitoid Ixodiphagus hookeri	plos one	3.234
Individualized medicine and the microbiome in reproductive tract	frontiers in physiology	3.534
Metagenomic Surveys of Gut Microbiota	genomics, proteomics & bioinformatics	NO IMPACT
